% of total tram-km in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,Belgium,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK
,,,,,,,,,1.742393780995,3.285785965164,,,,,1.148811114080,,,,,,,,1.160215167176,,10.126924115582,,,16.459400146306,,,
,,,,,,,,,2.064066479024,0.877356461902,,,,,15.495591771306,,,,,,,,6.919101360616,,,,,3.511338697879,,,
,,,,,,,,,2.948666398606,7.044656297040,,,,,1.389259951910,,,,,,,,0.643392047252,,,,,4.681784930505,,,
,,,,,,,,,7.143814502077,0.576302773995,,,,,,,,,,,,,6.328446366417,,,,,,,,
,,,,,,,,,2.948666398606,1.204214751631,,,,,,,,,,,,,2.320430334353,,,,,,,,
,,,,,,,,,1.541348344726,0.358397247509,,,,,,,,,,,,,14.344478430545,,,,,,,,
,,,,,,,,,7.505696287361,2.150383485055,,,,,,,,,,,,,8.859824912984,,,,,,,,
,,,,,,,,,2.171290711701,3.804745179557,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.487736228388,1.252956777292,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.629272215521,1.964016916350,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.332127060716,2.236398824457,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3.927087521780,1.295964446993,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,14.073180538802,0.561966884094,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.501139257472,1.502401261558,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.023857391771,1.860798509067,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.568154402895,1.929610780589,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7.438681141938,0.559099706114,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.474333199303,0.802809834420,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.010454362686,0.607841731776,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.452754322477,0.338327001649,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.716794495018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.335459823669,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.511647910544,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.175542971830,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.469285355888,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.679521181277,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.523475019712,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.050032255752,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5.275607483335,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.675077055408,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.052254318687,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4.252024944448,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.834993907247,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.204214751631,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.748978567845,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.917496953623,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.265070604258,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.080280983442,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.550498172174,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.946168733424,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.863020572002,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.828614436241,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.020715360906,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.963371801305,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.602107375815,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.177765034765,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.669987814494,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.292452153967,,,,,,,,,,,,,,,,,,,,,
