year,country,growth_factor_name,growth_factor_value,
2023,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2024,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2025,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2026,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2027,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2028,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2029,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2030,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2031,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2032,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2033,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2034,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2035,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2036,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2037,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2038,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2039,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2040,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2041,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2042,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2043,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2044,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2045,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2046,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2047,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2048,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2049,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2050,Lithuania,rail_transport_annual_change_in_vehicle_km,1.3,
2022,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2023,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2024,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2025,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2026,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2027,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2028,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2029,Lithuania,road_transport_annual_change_in_vehicle_km,0.6,
2030,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2031,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2032,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2033,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2034,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2035,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2036,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2037,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2038,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2039,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2040,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2041,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2042,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2043,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2044,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2045,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2046,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2047,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2048,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2049,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2050,Lithuania,road_transport_annual_change_in_vehicle_km,0.7,
2022,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2023,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2024,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2025,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2026,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2027,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2028,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2029,Lithuania,water_transport_annual_change_in_vehicle_km,0.6,
2030,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2031,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2032,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2033,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2034,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2035,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2036,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2037,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2038,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2039,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2040,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2041,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2042,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2043,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2044,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2045,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2046,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2047,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2048,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2049,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2050,Lithuania,water_transport_annual_change_in_vehicle_km,0.9,
2022,Luxembourg,annual_population_change,2.2,
2023,Luxembourg,annual_population_change,2.2,
2024,Luxembourg,annual_population_change,2.2,
2025,Luxembourg,annual_population_change,2.2,
2026,Luxembourg,annual_population_change,2.2,
2027,Luxembourg,annual_population_change,2.2,
2028,Luxembourg,annual_population_change,2.2,
2029,Luxembourg,annual_population_change,2.2,
2030,Luxembourg,annual_population_change,1.4,
2031,Luxembourg,annual_population_change,1.4,
2032,Luxembourg,annual_population_change,1.4,
2033,Luxembourg,annual_population_change,1.4,
2034,Luxembourg,annual_population_change,1.4,
2035,Luxembourg,annual_population_change,1.4,
2036,Luxembourg,annual_population_change,1.4,
2037,Luxembourg,annual_population_change,1.4,
2038,Luxembourg,annual_population_change,1.4,
2039,Luxembourg,annual_population_change,1.4,
2040,Luxembourg,annual_population_change,1.4,
2041,Luxembourg,annual_population_change,1.4,
2042,Luxembourg,annual_population_change,1.4,
2043,Luxembourg,annual_population_change,1.4,
2044,Luxembourg,annual_population_change,1.4,
2045,Luxembourg,annual_population_change,1.4,
2046,Luxembourg,annual_population_change,1.4,
2047,Luxembourg,annual_population_change,1.4,
2048,Luxembourg,annual_population_change,1.4,
2049,Luxembourg,annual_population_change,1.4,
2050,Luxembourg,annual_population_change,1.4,
2022,Luxembourg,decarbonization_of_grid_electricity,0.9,
2023,Luxembourg,decarbonization_of_grid_electricity,0.9,
2024,Luxembourg,decarbonization_of_grid_electricity,0.9,
2025,Luxembourg,decarbonization_of_grid_electricity,0.9,
2026,Luxembourg,decarbonization_of_grid_electricity,0.9,
2027,Luxembourg,decarbonization_of_grid_electricity,0.9,
2028,Luxembourg,decarbonization_of_grid_electricity,0.9,
2029,Luxembourg,decarbonization_of_grid_electricity,0.9,
2030,Luxembourg,decarbonization_of_grid_electricity,0.0,
2031,Luxembourg,decarbonization_of_grid_electricity,0.0,
2032,Luxembourg,decarbonization_of_grid_electricity,0.0,
2033,Luxembourg,decarbonization_of_grid_electricity,0.0,
2034,Luxembourg,decarbonization_of_grid_electricity,0.0,
2035,Luxembourg,decarbonization_of_grid_electricity,0.0,
2036,Luxembourg,decarbonization_of_grid_electricity,0.0,
2037,Luxembourg,decarbonization_of_grid_electricity,0.0,
2038,Luxembourg,decarbonization_of_grid_electricity,0.0,
2039,Luxembourg,decarbonization_of_grid_electricity,0.0,
2040,Luxembourg,decarbonization_of_grid_electricity,0.0,
2041,Luxembourg,decarbonization_of_grid_electricity,0.0,
2042,Luxembourg,decarbonization_of_grid_electricity,0.0,
2043,Luxembourg,decarbonization_of_grid_electricity,0.0,
2044,Luxembourg,decarbonization_of_grid_electricity,0.0,
2045,Luxembourg,decarbonization_of_grid_electricity,0.0,
2046,Luxembourg,decarbonization_of_grid_electricity,0.0,
2047,Luxembourg,decarbonization_of_grid_electricity,0.0,
2048,Luxembourg,decarbonization_of_grid_electricity,0.0,
2049,Luxembourg,decarbonization_of_grid_electricity,0.0,
2050,Luxembourg,decarbonization_of_grid_electricity,0.0,
2022,Luxembourg,share_of_electricity_in_road_transport,0.1,
2023,Luxembourg,share_of_electricity_in_road_transport,0.1,
2024,Luxembourg,share_of_electricity_in_road_transport,0.1,
2025,Luxembourg,share_of_electricity_in_road_transport,0.2,
2026,Luxembourg,share_of_electricity_in_road_transport,0.2,
2027,Luxembourg,share_of_electricity_in_road_transport,0.2,
2028,Luxembourg,share_of_electricity_in_road_transport,0.2,
2029,Luxembourg,share_of_electricity_in_road_transport,0.2,
2030,Luxembourg,share_of_electricity_in_road_transport,0.5,
2031,Luxembourg,share_of_electricity_in_road_transport,0.5,
2032,Luxembourg,share_of_electricity_in_road_transport,0.5,
2033,Luxembourg,share_of_electricity_in_road_transport,0.5,
2034,Luxembourg,share_of_electricity_in_road_transport,0.5,
2035,Luxembourg,share_of_electricity_in_road_transport,0.4,
2036,Luxembourg,share_of_electricity_in_road_transport,0.4,
2037,Luxembourg,share_of_electricity_in_road_transport,0.4,
2038,Luxembourg,share_of_electricity_in_road_transport,0.4,
2039,Luxembourg,share_of_electricity_in_road_transport,0.4,
2040,Luxembourg,share_of_electricity_in_road_transport,0.6,
2041,Luxembourg,share_of_electricity_in_road_transport,0.6,
2042,Luxembourg,share_of_electricity_in_road_transport,0.6,
2043,Luxembourg,share_of_electricity_in_road_transport,0.6,
2044,Luxembourg,share_of_electricity_in_road_transport,0.6,
2045,Luxembourg,share_of_electricity_in_road_transport,0.9,
2046,Luxembourg,share_of_electricity_in_road_transport,0.9,
2047,Luxembourg,share_of_electricity_in_road_transport,0.9,
2048,Luxembourg,share_of_electricity_in_road_transport,0.9,
2049,Luxembourg,share_of_electricity_in_road_transport,0.9,
2050,Luxembourg,share_of_electricity_in_road_transport,1.0,
2022,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2023,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2024,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2025,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2026,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2027,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2028,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2029,Luxembourg,bus_annual_change_in_passenger_km,1.5,
2030,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2031,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2032,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2033,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2034,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2035,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2036,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2037,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2038,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2039,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2040,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2041,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2042,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2043,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2044,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2045,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2046,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2047,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2048,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2049,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2050,Luxembourg,bus_annual_change_in_passenger_km,1.2,
2022,Luxembourg,car_annual_change_in_passenger_km,2.0,
2023,Luxembourg,car_annual_change_in_passenger_km,2.0,
2024,Luxembourg,car_annual_change_in_passenger_km,2.0,
2025,Luxembourg,car_annual_change_in_passenger_km,2.0,
2026,Luxembourg,car_annual_change_in_passenger_km,2.0,
2027,Luxembourg,car_annual_change_in_passenger_km,2.0,
2028,Luxembourg,car_annual_change_in_passenger_km,2.0,
2029,Luxembourg,car_annual_change_in_passenger_km,2.0,
2030,Luxembourg,car_annual_change_in_passenger_km,1.6,
2031,Luxembourg,car_annual_change_in_passenger_km,1.6,
2032,Luxembourg,car_annual_change_in_passenger_km,1.6,
2033,Luxembourg,car_annual_change_in_passenger_km,1.6,
2034,Luxembourg,car_annual_change_in_passenger_km,1.6,
2035,Luxembourg,car_annual_change_in_passenger_km,1.6,
2036,Luxembourg,car_annual_change_in_passenger_km,1.6,
2037,Luxembourg,car_annual_change_in_passenger_km,1.6,
2038,Luxembourg,car_annual_change_in_passenger_km,1.6,
2039,Luxembourg,car_annual_change_in_passenger_km,1.6,
2040,Luxembourg,car_annual_change_in_passenger_km,1.6,
2041,Luxembourg,car_annual_change_in_passenger_km,1.6,
2042,Luxembourg,car_annual_change_in_passenger_km,1.6,
2043,Luxembourg,car_annual_change_in_passenger_km,1.6,
2044,Luxembourg,car_annual_change_in_passenger_km,1.6,
2045,Luxembourg,car_annual_change_in_passenger_km,1.6,
2046,Luxembourg,car_annual_change_in_passenger_km,1.6,
2047,Luxembourg,car_annual_change_in_passenger_km,1.6,
2048,Luxembourg,car_annual_change_in_passenger_km,1.6,
2049,Luxembourg,car_annual_change_in_passenger_km,1.6,
2050,Luxembourg,car_annual_change_in_passenger_km,1.6,
2022,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2023,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2024,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2025,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2026,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2027,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2028,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2029,Luxembourg,tram_annual_change_in_passenger_km,2.5,
2030,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2031,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2032,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2033,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2034,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2035,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2036,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2037,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2038,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2039,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2040,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2041,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2042,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2043,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2044,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2045,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2046,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2047,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2048,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2049,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2050,Luxembourg,tram_annual_change_in_passenger_km,1.7,
2022,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2023,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2024,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2025,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2026,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2027,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2028,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2029,Luxembourg,metro_annual_change_in_passenger_km,2.5,
2030,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2031,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2032,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2033,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2034,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2035,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2036,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2037,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2038,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2039,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2040,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2041,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2042,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2043,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2044,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2045,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2046,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2047,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2048,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2049,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2050,Luxembourg,metro_annual_change_in_passenger_km,1.7,
2022,Luxembourg,train_annual_change_in_passenger_km,2.5,
2023,Luxembourg,train_annual_change_in_passenger_km,2.5,
2024,Luxembourg,train_annual_change_in_passenger_km,2.5,
2025,Luxembourg,train_annual_change_in_passenger_km,2.5,
2026,Luxembourg,train_annual_change_in_passenger_km,2.5,
2027,Luxembourg,train_annual_change_in_passenger_km,2.5,
2028,Luxembourg,train_annual_change_in_passenger_km,2.5,
2029,Luxembourg,train_annual_change_in_passenger_km,2.5,
2030,Luxembourg,train_annual_change_in_passenger_km,1.7,
2031,Luxembourg,train_annual_change_in_passenger_km,1.7,
2032,Luxembourg,train_annual_change_in_passenger_km,1.7,
2033,Luxembourg,train_annual_change_in_passenger_km,1.7,
2034,Luxembourg,train_annual_change_in_passenger_km,1.7,
2035,Luxembourg,train_annual_change_in_passenger_km,1.7,
2036,Luxembourg,train_annual_change_in_passenger_km,1.7,
2037,Luxembourg,train_annual_change_in_passenger_km,1.7,
2038,Luxembourg,train_annual_change_in_passenger_km,1.7,
2039,Luxembourg,train_annual_change_in_passenger_km,1.7,
2040,Luxembourg,train_annual_change_in_passenger_km,1.7,
2041,Luxembourg,train_annual_change_in_passenger_km,1.7,
2042,Luxembourg,train_annual_change_in_passenger_km,1.7,
2043,Luxembourg,train_annual_change_in_passenger_km,1.7,
2044,Luxembourg,train_annual_change_in_passenger_km,1.7,
2045,Luxembourg,train_annual_change_in_passenger_km,1.7,
2046,Luxembourg,train_annual_change_in_passenger_km,1.7,
2047,Luxembourg,train_annual_change_in_passenger_km,1.7,
2048,Luxembourg,train_annual_change_in_passenger_km,1.7,
2049,Luxembourg,train_annual_change_in_passenger_km,1.7,
2050,Luxembourg,train_annual_change_in_passenger_km,1.7,
2022,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2023,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2024,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2025,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2026,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2027,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2028,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2029,Luxembourg,rail_transport_annual_change_in_vehicle_km,3.2,
2030,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2031,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2032,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2033,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2034,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2035,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2036,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2037,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2038,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2039,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2040,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2041,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2042,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2043,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2044,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2045,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2046,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2047,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2048,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2049,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2050,Luxembourg,rail_transport_annual_change_in_vehicle_km,2.7,
2022,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2023,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2024,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2025,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2026,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2027,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2028,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2029,Luxembourg,road_transport_annual_change_in_vehicle_km,1.6,
2030,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2031,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2032,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2033,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2034,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2035,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2036,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2037,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2038,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2039,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2040,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2041,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2042,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2043,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2044,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2045,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2046,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2047,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2048,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2049,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2050,Luxembourg,road_transport_annual_change_in_vehicle_km,1.4,
2022,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2023,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2024,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2025,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2026,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2027,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2028,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2029,Luxembourg,water_transport_annual_change_in_vehicle_km,1.6,
2030,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2031,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2032,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2033,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2034,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2035,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2036,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2037,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2038,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2039,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2040,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2041,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2042,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2043,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2044,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2045,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2046,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2047,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2048,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2049,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2050,Luxembourg,water_transport_annual_change_in_vehicle_km,1.3,
2022,Malta,annual_population_change,0.4,
2023,Malta,annual_population_change,0.4,
2024,Malta,annual_population_change,0.4,
2025,Malta,annual_population_change,0.4,
2026,Malta,annual_population_change,0.4,
2027,Malta,annual_population_change,0.4,
2028,Malta,annual_population_change,0.4,
2029,Malta,annual_population_change,0.4,
2030,Malta,annual_population_change,0.1,
2031,Malta,annual_population_change,0.1,
2032,Malta,annual_population_change,0.1,
2033,Malta,annual_population_change,0.1,
2034,Malta,annual_population_change,0.1,
2035,Malta,annual_population_change,0.1,
2036,Malta,annual_population_change,0.1,
2037,Malta,annual_population_change,0.1,
2038,Malta,annual_population_change,0.1,
2039,Malta,annual_population_change,0.1,
2040,Malta,annual_population_change,0.1,
2041,Malta,annual_population_change,0.1,
2042,Malta,annual_population_change,0.1,
2043,Malta,annual_population_change,0.1,
2044,Malta,annual_population_change,0.1,
2045,Malta,annual_population_change,0.1,
2046,Malta,annual_population_change,0.1,
2047,Malta,annual_population_change,0.1,
2048,Malta,annual_population_change,0.1,
2049,Malta,annual_population_change,0.1,
2050,Malta,annual_population_change,0.1,
2022,Malta,decarbonization_of_grid_electricity,-1.2,
2023,Malta,decarbonization_of_grid_electricity,-1.2,
2024,Malta,decarbonization_of_grid_electricity,-1.2,
2025,Malta,decarbonization_of_grid_electricity,-1.2,
2026,Malta,decarbonization_of_grid_electricity,-1.2,
2027,Malta,decarbonization_of_grid_electricity,-1.2,
2028,Malta,decarbonization_of_grid_electricity,-1.2,
2029,Malta,decarbonization_of_grid_electricity,-1.2,
2030,Malta,decarbonization_of_grid_electricity,-0.5,
2031,Malta,decarbonization_of_grid_electricity,-0.5,
2032,Malta,decarbonization_of_grid_electricity,-0.5,
2033,Malta,decarbonization_of_grid_electricity,-0.5,
2034,Malta,decarbonization_of_grid_electricity,-0.5,
2035,Malta,decarbonization_of_grid_electricity,-0.5,
2036,Malta,decarbonization_of_grid_electricity,-0.5,
2037,Malta,decarbonization_of_grid_electricity,-0.5,
2038,Malta,decarbonization_of_grid_electricity,-0.5,
2039,Malta,decarbonization_of_grid_electricity,-0.5,
2040,Malta,decarbonization_of_grid_electricity,-0.5,
2041,Malta,decarbonization_of_grid_electricity,-0.5,
2042,Malta,decarbonization_of_grid_electricity,-0.5,
2043,Malta,decarbonization_of_grid_electricity,-0.5,
2044,Malta,decarbonization_of_grid_electricity,-0.5,
2045,Malta,decarbonization_of_grid_electricity,-0.5,
2046,Malta,decarbonization_of_grid_electricity,-0.5,
2047,Malta,decarbonization_of_grid_electricity,-0.5,
2048,Malta,decarbonization_of_grid_electricity,-0.5,
